"Time","Location","Object","Participant","Means","Denoter"
"","","","","","地震"
"","","","至少２６４７人","","受灾"
"","","","１２２８人","","无家可归"
"目前","震中附近区域","","哥斯达黎加国家紧急情况委员会","","救援"
"","","１０架直升机","","","出动"
"","灾区","","","","前往"
"","","","被困民众","","救助"
"８日","哥斯达黎加首都圣何塞附近","","","","地震"
"","圣何塞市","","","","震感"
"截至９日上午１０时","该地区","","","","余震"
"月三十日","","","中新社昆明","","电"
"八月三十日十六时三十分","四川省攀枝花市仁和区与四川省凉山彝族自治州会理县交界处","","","","地震"
"","云南省的楚雄","","","","震感"
"目前","","","","","报告"
"","","","记者","","致电"
"","","","工作人员","","介绍"
"","该县","","","","震感"
"","该县地震局","","县委书记","","赶到"
"","","","","","会议"
"","","","永仁县","","电话"
"","","人员伤亡情况","从乡镇到居委会","","统计"
"","","","一位值班官员","","介绍"
"","","","该县的村镇","",""
"","","房屋","","","倒塌"
"","县城","一些砖墙","","","倒塌"
"","","房屋顶瓦片","","","破损"
"","","","该县地震局相关人士","","透露"
"","","手机通讯","","","中断"
"","","","乡镇的统计数据","","汇总"
"","昆明","","","","震感"
"","街头","","许多市民","","走上"
"","","通讯","","","中断"
"","","","","","恢复"
"","华坪","","","","震感"
"","","","记者","","发稿"
"","","报告","","","收到"
"5月12日","","","新华网昆明","","电"
"12日","四川","","","","地震"
"","云南的昭通等地","部分房屋","","","倒损"
"","","","吴国华","","介绍"
"","昆明","","","","震感"
"","昭通市","","记者","","感觉"
"几分钟","","","","","震感"
"","","","记者","","了解"
"到当日16时许","昭通市","","","","报告"
"","","","徐家金","","介绍"
"","昭通","","","","震感"
"当时","","有的房屋","","","晃动"
"","","水","","","震荡"
"","","电话","","","中断"
"","","一些老房子","","","垮"
"目前","","震情","当地地震部门","","收集"
"五月十二日","","","中新社成都","","电"
"","","","记者","","获悉"
"","成都市","","","","余震"
"","市区主要街道","房屋倒塌现象","","","看到"
"","四川省阿坝州汶川县境内","","","","地震"
"","震区","通讯","","","中断"
"","绵阳市三台县","水塔","","","倒塌"
"","","","一人","","死亡"
"","安县","","人员","","受伤"
"","","通讯","成都移动","","维修"
"","","有关详情","","","调查了解"
"","","","蒋巨峰","","召集"
"","","","","","会议"
"","","相关工作","","","安排部署"
"","","","","","安排"
"","","直升机","成都空军","","派遣"
"","震区","","","","前往"
"","","震情灾情","","","调查了解"
"十二日十五时十五分","","新闻发布会","省地震局","","召开"
"","","震情灾情","","","通报"
"目前","","震后趋势会商工作","四川省地震局","","组织"
"9月3日","","","中国网","","报道"
"","","","记者","","获悉"
"截至9月3日8时","四川攀枝花仁和区和凉山州会理县交界处","","","","地震"
"","","","38人","","死亡"
"北京时间2008年8月30日16时30分","四川省攀枝花市仁和区与凉山彝族自治州会理县交界地区","","","","地震"
"","四川省攀枝花市","","","","震感"
"截至9月3日8时","","","","","地震"
"","","","38人","","死亡"
"","","","1人","","失踪"
"","","","982人","","受伤"
"","四川省凉山彝族自治州会理县","","27人","","死亡"
"","","","1人","","失踪"
"","攀枝花市","","5人","","死亡"
"","云南省楚雄彝族自治州元谋县","","5人","","死亡"
"","","","","","地震"
"","四川省攀枝花市东区","","","","受灾"
"","楚雄州大姚县","","","","破坏"
"8月30日","","","新华网北京","","电"
"","","","中国国家地震台网","","测定"
"北京时间2008年8月30日16时30分","四川省攀枝花市仁和区、凉山彝族自治州会理县交界处","","","","地震"
"8月30日","","","新华网成都","","电"
"","","","记者","","了解"
"30日16时30分","两地交界处","","","","地震"
"","","房屋","","","垮塌"
"","","","","","扯裂"
"","","报告","","","接到"
"","","","记者","","获悉"
"","两地城区","","","","震感"
"","","房屋","","","倒塌"
"","住房","","震区人员","","跑"
"","","","当地政府","","抢险"
"","","通讯","","","障碍"
"","","","仁和区委值班室值班人员","","介绍"
"","镇上","房屋","","","倒塌"
"","","","","","扯裂"
"","","报告","","","接到"
"","","","记者","","了解"
"到18时12分","当地","","","","余震"
"","金沙江一带","房屋","","","倒塌"
"","","","人员","","伤亡"
"","这两个乡镇","","仁和区委、区政府领导","","赶赴"
"","仁和镇","房屋倒塌和人员伤亡","","","发现"
"","","","会理县政府值班室人员","","介绍"
"","","","该县","","联系"
"","","该乡学校房屋","","","扯裂"
"2008年5月12日14时27分57.9秒","汶川县漩口和卧龙之间","","","","地震"
"","原震中处","","","","余震"
"14时43分15.1秒","","","","","余震"
"15时34分47.8秒","","","","","余震"
"16时08分48秒","","","","","余震"
"","","地震应急预案","州人民政府","","启动"
"","","地震应急预案","","","启动"
"截止16点30分","震中区","交通","","","中断"
"","","","西部网","","讯"
"12日下午14时28分左右","","","","","地震"
"","建筑","","不少市民","","离开"
"","","","西部网记者","","地震"
"第一时间","陕西省地震局","","","","赶到"
"","","情况","","","了解"
"","","","陕西省地震局","","介绍"
"","","","国家地震台网","","测定"
"北京时间2008年5月12日下午14点28分","四川省汶川县","","","","地震"
"","四川全境","","","","震感"
"","","详细情况","","","了解"
"","西安市区","","记者","","看"
"","高大建筑下","","群众","","聚"
"","","施工","各建筑工地","","停止"
"","","","","","地震"
"","南郊八里村","","","","火灾"
"","","","消防队","","赶到"
"","","火势","","","控制"
"","","","记者","","发稿"
"","西安市","","","","破坏"
"5月12日","","","新华社重庆","","电"
"","","","记者","","了解"
"12日下午","重庆多数地区","","","","震感"
"","梁平县","两所小学","","","垮塌"
"","","","4名学生","","死亡"
"","重庆梁平县礼让镇中心小学","顶楼","","","垮塌"
"","","","10多名学生","","受伤"
"","","","2人","","重伤"
"","梁平县文化镇小学","教学楼","","","垮塌"
"","","","100多名学生","","受伤"
"","","","4名学生","","死亡"
"","","部分学生","","","掩埋"
"","梁平县","","","","震感"
"","","相关部门和各乡镇","县委书记张道华、县长李志雄","","指示"
"","","震灾情况","","","收集"
"","","","张道华","","察看"
"","","","","","指挥"
"","","","李志雄","","调度指挥"
"","现场","医院120车","公安、消防","","赶往"
"","","","","","施救"
"","","","记者","","了解"
"12日14时30分左右","酉阳县县城","","","","微震"
"","","房屋","","","震动"
"","","","","","情况"
"","房屋","","广大群众","","跑"
"","","","","","暂辟"
"12日14时30分左右","云阳县","","","","地动"
"","","","居民","","感觉"
"五分钟左右","","楼房","","","晃动"
"震感出现后","","手机信号","","","中断"
"","广场","","居民","","聚集"
"","","","","","观望"
"截至目前","","报告","","","接到"
"","家中","","大多数居民","","回到"
"","","","阳县委县政府","","重视"
"","","受灾情况","","","收集"
"五月十三日","","","中新社北京","","电"
"北京时间五月十二日十四时二十八分","四川汶川县","","","","地震"
"","","","中国民政部","","统计"
"截至十三日九时","四川","","九千二百余人","","死亡"
"","","房屋五十余万间","","","倒塌"
"","汶川","","","","地震"
"五月十二日晚","","","中共中央政治局","","会议"
"","","当前抗震救灾工作","","","部署"
"","","会议","胡锦涛","","主持"
"","","抗震救灾总指挥部","","","成立"
"","","","温家宝","","任"
"","","","李克强","","任"
"","","抗震救灾工作","","","负责"
"","","","人民解放军","","组织"
"","灾区","","","","赶赴"
"","","","受伤人员","","抢救"
"","灾区","食品","","","运送"
"","","设施","","","抢修"
"","","通路","","","恢复"
"","","","中央电视台","","报道"
"目前","灾区","","近两万解放军和武警官兵","","到达"
"","","","","","救援"
"","重灾区","","二点四万名官兵","","空运"
"","灾区","","一万名官兵","","前往"
"","","","","","救助"
"","灾区","","三千名公安消防和特警","","调往"
"","灾区","","中国国际救援队","","抵达"
"","","","","","救援"
"","汶川","","","","地震"
"","","","国家有关部门","","行动"
"","","","","","工作"
"","","五千顶帐篷","中国民政部","","调拨"
"","灾区","","","","支援"
"","灾区","","李学举","","赴"
"","","抗震救灾工作","","","协助指导"
"","","十余支卫生应急队伍","卫生部","","组织"
"","灾区","","","","赶赴"
"十二日","灾区","救灾物资","中国红十字会总会","","调拨"
"","灾区","一百万元救灾慰问金","全国总工会","","拨款"
"","","","多国政府首脑","","致电"
"","","死难者","","","哀悼"
"十二日晚","","","潘基文","","致电"
"","","中国地震死难者","","","哀悼"
"","","","","","表示"
"十二日","","","布什","","声明"
"","","死难者","","","哀悼"
"","","","美国","","协助"
"十二日晚","","","相福田康夫","","致电"
"","","地震灾区","","","慰问"
"","","","","","表示"
"","","","海外华侨华人","","捐款捐物"
"","","","","","表示"
"5月12日14时28分","四川汶川","","","","地震"
"15时50分","","","新民网记者","","电话"
"","","","何女士","","得知"
"","四川","","","","地震"
"","","","父亲","","打电话"
"","","","何女士","","介绍"
"","","","何女士","","说"
"","","当地房屋","","","震感"
"","","瓦片","","","震落"
"目前","平地处","","村民","","躲"
"","","","新民网广西网友","","称"
"下午2点半","","办公室","","","晃动"
"","楼","","","","跑"
"","楼下","","人","","站"
"","","","朋友","","联系"
"","南宁","","","","地震"
"","","","网友","","称"
"20秒","陕西富平","","","","震感"
"","","","新华网北京","","电"
"12日下午","","","张宏卫","","通报"
"","四川汶川","","","","地震"
"","","一级预案","中国地震局","","启动"
"","","","救援队","","集结"
"","","","国家地震台网","","测定"
"12日14时48分","四川省汶川县","","","","地震"
"","","","张宏卫","","说"
"","宁夏","","","","震感"
"","","","张宏卫","","说"
"","","一级预案","中国地震局","","启动"
"","","","救援队伍","","集结"
"","灾区","","","","开往"
"","","","","","救援"
"","","人员财产损失","","","统计"
"3月21日","","","中新网","","电"
"","","","外电","","报道"
"当地时间20日中午12点02分","墨西哥南部","","","","地震"
"","震中附近","约800栋房屋","","","受损"
"","市内","高楼","","","晃动"
"","","","市民","","恐慌"
"","","","","","悉"
"","震区","","格雷罗州的官员","","称"
"","","约800栋房屋","","","受损"
"","","60栋房屋","","","倒塌"
"","震中地区","","","","余震"
"目前","","","","","报告"
"","震区","","格雷罗州州长","","赶往"
"","","受损情况","","","检查"
"","","","","","要求"
"","","灾","抢修队员和民防部门","","救"
"","","被疏散的人数","该州","","说明"
"","首都墨西哥城","建筑","公司职员和居民","","逃出"
"","大街上","","","","躲避"
"","部分地区","手机信号等电信通讯","","","影响"
"","震区","部分家庭电力","","","中断"
"","","","墨西哥市长","","称"
"","","热线","","","设立"
"","","损失情况","人们","","报告"
"","墨西哥城机场","","","","关闭"
"","","","官员","","称"
"","","机场跑道","","","受损"
"","","","","","恢复运行"
"","","","山东省地震台网","","测定"
"1月7日22时24分","我省乳山市","","","","地震"
"截止23时30分","","报告","","","接到"
"","","","地震专家","","认为"
"1月7日22时24分","乳山市","","","","地震"
"","","","大众网记者","","了解"
"","","","","","震"
"","","预案","山东省地震局","","启动"
"","","商会","","","召开"
"","","趋势","","","分析"
"同时","","","副局长林金狮带领的9人现场工作队","","派出"
"第一时间","震区","","","","赶赴"
"","","工作","","","开展"
"","威海","","现场工作队","","派出"
"","震区","","","","赶赴"
"","","工作","","","开展"
"今天14时35分","宁夏回族自治区首府银川市","","","","地震"
"14时35分左右","办公室","","记者","","觉得"
"","","","","","抬头"
"","","日光灯","","","看"
"","","","","","发现"
"","","灯","","","晃动"
"","","","","","发现"
"","","矿泉水","","","晃动"
"","楼道","","记者","","跑"
"","四楼","","记者","","跑"
"","","","","","发现"
"","楼下","","人","","站"
"","","","大家","","议论"
"","空旷的场地","","所有学生","","疏散"
"11日下午","尼加拉瓜西南部太平洋沿岸","","","","地震"
"当天","","","尼加拉瓜政府发言人罗萨里奥・穆里略","全国电视网络","证实"
"当地时间11日14时29分","","","","","地震"
"10日","尼加拉瓜西北部","","","","地震"
"","","","","","余震"
"截至目前","","","1人","","死亡"
"","","","多人","","受伤"
"","","800多间房屋","","","损坏"
"11日凌晨","","","尼总统奥尔特加","","宣布"
"","","","数千名震区内的危房住户","","转移"
"","当地","","所有学校","","停课"
"","","商业设施","","","关闭"
"","首都街头","","记者","","看"
"","","","","","地震"
"","街头","","人们","","涌"
"","","险","","","避"
"自10日晚到现在","家","","许多民众","","回"
"","首都地区","许多住宅墙体","","","开裂"
"６月１５日","","","新华网马那瓜","","电"
"１５日","","","尼加拉瓜地震监测局","","宣布"
"当天","该国西南部太平洋海域","","","","地震"
"","","尼地震监测局数据","","","显示"
"当地时间１１时３４分","","","","","地震"
"","","","","","地震"
"","","","","","余震"
"","","","市民","","恐慌"
"","房屋","","人们","","逃向"
"","多个地区","通讯线路","","","中断"
"","","","","","地震"
"","","","尼总统府发言人穆里略","","宣布"
"","该国太平洋沿岸","海啸预警","","","启动"
"","","","地震监测局专家","","称"
"","","","","","地震"
"","","太平洋板块","","","碰撞"
"１９７２年","马那瓜","","","","地震"
"","","","万余人","","伤亡"
"","市区","建筑","","","毁"
"","","地表","","","扭曲下沉"
"5月12日","","","新华网太原","","电"
"12日14时30分左右","太原市","","","","震感"
"","街上","","市民","","跑"
"目前","","当地社会秩序","","","恢复"
"","","","记者","","了解"
"","山西省临汾市","","","","震感"
"","","","太原市民","","感到"
"","","桌子","","","晃动"
"","","高层建筑","","","晃动"
"","户外空旷地带","","很多人","","跑"
"","","","工作人员","","介绍"
"","","","","","地震"
"","大街上","","人","","跑"
"","","","","","躲避"
"","","","记者","","打电话"
"","","","","","了解"
"","运城","","","","震感"
"5月12日","成都","","新华网","","电"
"12日14时28分","川西汶川","","","","地震"
"","成都","","","","震感"
"","","","记者","","看到"
"","","饮水机","","","倒塌"
"","","文件柜","","","摇晃"
"","","有的","","","倒地"
"","","书籍","","","撒"
"","办公大楼","","人们","","冲下"
"","","手机信号","","","中断"
"","位于成都南二环外的火车南站立交桥下","地下水管","","","破裂"
"","","水流","","","淹没"
"","","嘉云台大楼","","","出现"
"","","楼层外观","","","变形"
"","","","","","地震"
"","四川地震部门","","新华社记者","","赶往"
"","","灾区情况","","","报道"
"5月12日14时28分","四川","","","","地震"
"15时50分","","","记者","","连线"
"当时","成都市武侯区的办公室","","姚先生","","打电话"
"","","","","","感觉"
"","","电脑显示器","","","晃"
"","","电话","","","丢下"
"","","手机","","","抓起"
"","","","","","跑"
"","","无绳电话子机","","","拿"
"","","","家人","","打电话"
"","","","姚先生","","说"
"","","","女同事","","感觉"
"","","","","","哭"
"","","","姚先生","","介绍"
"","","房屋","","","震感"
"","室外","","他","","疏散"
"","","","","","发现"
"","","手机信号","","","中断"
"","","","大家","","谈论"
"","","","姚先生","","称"
"","","","一些成都市民","","说"
"","","伊藤洋华堂武侯店","","","倒塌"
"3月26日","","","新华社苏瓦","","电"
"","","","美国地质勘探局","","消息"
"当地时间26日下午","南太平洋岛国斐济附近海域","","","","地震"
"目前","","","","","报告"
"","","美国地质勘探局地震监测网数据","","","显示"
"当地时间26日15时29分","","","","","地震"
"","","海啸预警","太平洋海啸预警中心","","发布"
"5月1日","","","中新网乌鲁木齐","","电"
"","","中国地震台网","","","测定"
"4月30日14时20分","新疆哈密地区哈密市","","","","地震"
"目前","","","","","报告"
"","","","","","了解"
"","","","","","地震"
"","","","哈密市地震局和巴里坤地震台","","派"
"","","","","","到达"
"","","灾情","","","了解"
"1日","","","新疆地震局震害防御处处长王坚","","告诉"
"当日9时40分许","","","哈密、巴里坤两地地震局台工作人员","电话报告称","接到"
"","离震中约20公里的地方","","他们","","赶到"
"","","","村民","","跑"
"","","","","","看"
"","山前","石头","","","滚落"
"","","","伊吾县政府负责人","","表示"
"","","","","","勘查"
"","离震中最近的水库","任何问题","","","发现"
"","","","王坚","","说"
"1日","距震中较近的自然村","灾情","地震局工作人员","","核查"
"","","","通讯员王金虎","","报道"
"2008年3月21日06时33分02.6秒","我区和田地区于田县","","","","地震"
"","","","努尔・白克力","","批示"
"","","","各有关部门","","工作"
"","","灾害四级响应","国家减灾中心、民政部救灾司","","启动"
"","","","救灾工作组","","派"
"","灾区","","","","赴"
"","","","","","指导"
"","","","","","灾情"
"","","","和田地委、行署","","重视"
"","","救灾应急预案","","","启动"
"","灾区","","地委、行署领导","","临"
"","","","人员","","组织"
"","","","","","查灾"
"","","","","","救灾"
"","","","自治区民政厅","","派出"
"","灾区","","","","前往"
"","","","","","核查"
"","","","","","地震"
"","","","20480户44365人","","受灾"
"","","房屋87户201间","","","倒塌"
"","","房屋1987间","","","损坏"
"","","畜棚104个","","","倒塌"
"","","蔬菜大棚133座","","","倒塌"
"截止21日12点50分","普鲁村","","434户1953人","","受灾"
"","","房屋57户171间","","","倒塌"
"","","1302间房屋","","","损坏"
"","策勒县山区四乡","","19976户41752人","","受灾"
"","","房屋30户30间","","","倒塌"
"","","房屋555间","","","损坏"
"","","畜棚34个","","","倒塌"
"","","蔬菜大棚133座","","","倒塌"
"","洛浦县","","70户660人","","受灾"
"","","房屋130间","","","损坏"
"","","畜棚70间","","","倒塌"
"","","","","","了解"
"","","","国家地震台网","","测定"
"北京时间2009年01月25日09时47分","新疆维吾尔自治区伊犁哈萨克自治州察布查尔锡伯自治县","","","","地震"
"1月25日","乌鲁木齐","","新华社","","电"
"今天上午","新疆察布查尔县","","","","地震"
"","","救援队","当地党政部门","","组织"
"","","","","","赶赴"
"目前","","报告","","","接到"
"","","","当地政府","","介绍"
"","震中","","救援队","","赶赴"
"","","详细灾情","","","统计"
"１月２５日９时４７分","新疆察布查尔锡伯自治县","","","","地震"
"","伊犁河谷地区伊宁市","","","","震感"
"","","","","","地震"
"","","","伊犁州党委、人民政府","","重视"
"","","","李永兴","","派"
"","","","民政，卫生、公安","","率"
"","震区","","","","赶赴"
"","","","","","了解"
"","","","","","工作"
"","察布查尔，昭苏两县","","","","统计"
"","","部分居民房屋","","","裂缝"
"","","情况报告","","","接到"
"２月２日","","","新华网惠灵顿","","电"
"","","","美国地质勘探局地震信息网","","消息"
"２日","新西兰东北部海域","","","","地震"
"２日晚２２时２６分","新西兰","","","","地震"
"","夏威夷的太平洋海啸预警中心","","","","海啸"
"2月8日","","","中新网","","电"
"","","","日本新闻网","","报道"
"8日11时34分左右","日本福岛县近海","","","","地震"
"","","日本气象厅的地震速报","","","称"
"","","","","","地震"
"","","","","","影响"
"","","","","","地震"
"","","海啸","","","引发"
"8日凌晨2点18分左右","日本福岛县近海","","","","地震"
"八月三十日","","","中新社昆明","","电"
"八月三十日十六时三十分许","四川省攀枝花市仁和区、四川省凉山彝族自治州会理县交界处","","","","地震"
"","昆明","","","","震感"
"","","","记者","","致电"
"","","","该负责人","","表示"
"","","相关情况","","","统计"
"","","","","","地震"
"","昆明","","","","震感"
"","街头","","许多市民","","走"
"","","通讯","","","中断"
"现","","","","","恢复"
"4月3日","","","中新网","","电"
"","","美国国家地震勘探局网站","","","消息"
"2日","智利","","","","地震"
"","","","","","余震"
"3日上午10点32分","","","","","余震"
"","","","","","余震"
"","","","","","悉"
"北京时间3日上午10点56分06秒","智利","","","","地震"
"此后","","","","","余震"
"此后","智利","","","","地震"
"随后","智利","","","","地震"
"北京时间12点17分57秒","智利","","","","地震"
"北京时间4月2日7时46分","智利西部海岸","","","","地震"
"","","","","","地震"
"迄今","","","6人","","死亡"
"2日","","","智利总统巴切莱特","","宣布"
"4月2日","","","中新网","","电"
"","","美国地质勘探局网站","","","消息"
"北京时间4月2日7时46分45秒","南美多国","海啸预警","","","发布"
"","","","当局","","下令"
"","沿海地区","","","","疏散"
"","","","","","报道"
"","","","","","地震"
"","南美国家玻利维亚和秘鲁部分地区","建筑","","","摇晃"
"","","","","","测量"
"","","","","","地震"
"","","","","","海啸"
"智利当地时间晚间8时46分","","","","","地震"
"","","警告","夏威夷的太平洋海啸预警中心","","发"
"","智利、秘鲁和厄瓜多尔","海啸预警","","","发布"
"","","","","","地震"
"","南美国家玻利维亚和秘鲁部分地区","建筑","","","摇晃"
"","","","","","测量"
"","","","","","地震"
"","","","","","海啸"
"","","","智利应急办公室","","称"
"当地时间午夜前","南太平洋上的胡安・费尔南德斯岛","海啸","","","到达"
"","","报道","","","指出"
"此前","","预测","","","称"
"","智利北部","","","","大地震"
"2010年2月","智利中部和南部","","","","强震"
"","","","","","海啸"
"","","许多城镇","","","摧毁"
