"Time","Location","Object","Participant","Means","Denoter"
"","","","１人","","死亡"
"","","","７人","","受伤"
"下午５点","","","","","发稿"
"","","","１人","","抢救"
"","","","卡车司机","","说"
"","","两车","","","撞"
"","","","受伤乘客","","说"
"一早","张泾","","","","出发"
"","","","","","车祸"
"立即","锡山人民医院","","伤员","","送往"
"","","","","","抢救"
"3月18日上午8时30分","兴庆区丽景北街","","","","交通事故"
"","丽景街","一辆大众途观车","","","行驶"
"","此处","","","","撞上"
"","路面","","环卫工人周某","","清扫"
"","当场","","周某","","死亡"
"","","","交警","","介绍"
"","","“C1”型机动车驾驶证","驾驶员张某","","持有"
"","银川市兴庆区大新镇新水桥村","","环卫工人周某","","住"
"目前","","涉案车辆","","","暂扣"
"","","","驾驶员张某","","控制"
"","","案件","","","审理"
"","","","","","了解"
"近几年","路面","","环卫工人","","清扫作业"
"","","","","","交通事故"
"","","","兴庆区交警二大队民警","","统计"
"近3年","","交通事故","5名环卫工人","","死于"
"","","","交警","","提醒"
"","","自我保护意识","","","加强"
"交通高峰期","路面","","","","清洁"
"12日早7时许","２０８国道乌兰察布市察哈尔右翼后旗大陆号收费站北１．５公里处","","","","交通事故"
"","","","８名乘客","","死亡"
"","","","","","事故"
"","","一辆银白色小面包车","","","相撞"
"","","","死者家属","","介绍"
"","察哈尔右翼前旗礼拜寺","","","","前往"
"","","","","","做礼拜"
"","","银灰色面包车","","","行驶"
"","","一辆货车","","","相撞"
"当即","","","８名乘客","","死亡"
"","","","","","验尸"
"","","尸体","家属","","认领"
"","","善后处理","","","作"
"","","","","","事故"
"","现场","","内蒙古交警总队及乌兰察布市交警支队工作人员","","赶到"
"","","事故","","","处理"
"","","事故原因","","","核查"
"","","","本报","","讯"
"8月9日下午1时27分","云南昭通巧家县","","","","交通事故"
"","该县包谷垴乡","客车","","","行驶"
"","牛栏江中","","","","翻入"
"截至昨晚7时","","","24人","","失踪"
"","","","11人","","受伤"
"","","","5人","","重伤"
"","","","6人","","轻伤"
"8月23日上午9时40分","京沪高速公路沧州服务区附近","一辆由北向南行驶的金杯面包车","","","撞"
"","","","5名清华大学博士后研究人员","","受伤"
"","沧州二医院","","","","送往"
"","","","","","抢救"
"","","","","","发稿"
"","","危险","一名张姓博士后研究人员","","脱离"
"4月18日","","","中国网","","讯"
"4月17日上午10时59分","晋江市灵源街道好日子超市门口","一辆平板载货车","","","碰撞"
"","","","货车司机","","困"
"","","","","","接警"
"","","","灵源派出所民警","","带领"
"","现场","","","","赶赴"
"","现场","","","","到达"
"","","两车","民警","","碰撞"
"","","货车驾驶室","","","变形"
"","驾驶室内","","司机","","困"
"","","司机右腿","","","卡住"
"","","变形的车门","","","切割"
"","","","被困司机","","救出"
"","","情况","","","了解"
"","","","消防官兵","","救援"
"","","变形的车门","救援人员","液压扩张器、撬棍","撬开"
"","","司机右腿的地方","","液压扩张器","扩张"
"","","","","","营救"
"","","","民警","","交谈"
"","","紧张情绪","其","","稳定"
"10分钟","","","","","营救"
"","","","被困司机","","解救"
"","","","120救护车","","等候"
"","","","其","","包扎"
"","医院","","","","送往"
"","","","","","救治"
"4月15日","","","中新网","","电"
"4月14日","京珠高速郑州往焦作方向28公里处","19车","","","连撞"
"","","","50余人","","被困"
"5个小时","","道路","","","堵塞"
"","","","河南焦作武陟消防官兵","","出动"
"4个小时","","","","","奋战"
"","","","所有被困人员","","解救"
"昨天凌晨1时10分左右","京珠北高速公路乳源东田段","","","","交通事故"
"","","大客车","","","撞上"
"","","","17人","","死亡"
"","","","1人","","重伤"
"","","","4人","","轻伤"
"","","","28人","","轻微伤"
"目前","","","大客车司机","","控制"
"昨天凌晨1时10分左右","京珠北高速公路75km+300m北行方向","","","","交通事故"
"","","","17人","","死亡"
"","","","1人","","重伤"
"","","","4人","","轻伤"
"","","","本报","","讯"
"昨天凌晨4点半左右","八达岭高速出京方向距康庄收费站1.5公里处","5辆大货车","","","追尾"
"","","","3人","","死亡"
"","","","2人","","受伤"
"7个多小时","该路段","","","","封闭"
"","","","周立军","","说"
"临近康庄收费站时","","一辆大货车","","","刹车"
"","","多辆货车","","","刹车"
"","","5车","","","追尾"
"","","","","","事"
"","","汽车零件","","","散落"
"","马路中间","第三辆追尾货车","","","横"
"","","","","","漏油"
"","","大货车","","","受损"
"","","驾驶室","","","撞瘪"
"","中间","","3名男子","","夹"
"","","","","","动弹"
"","地面","大量钢管","","","掉落"
"","","其他车辆","","","受损"
"","","","本报","","讯"
"11日下午","兴义往安龙方向高速路顶效二号隧道","","","","交通事故"
"","","一辆面包车","","","追尾"
"20多分钟","","","消防官兵","","救援"
"","","","面包车司机","","身亡"
"","","","","","了解"
"当日16时05分","","","兴义大道中队","","接到"
"","","","","","派警"
"","","","","","称"
"","兴义往安龙方向高速路顶效二号隧道","","","","交通事故"
"","","","一名司机","","困"
"","","","","","前往"
"","","","","","处置"
"","","","","","接警"
"","","","兴义大道中队","","出动"
"","现场","","1车5名官兵","","赶往"
"16时16分","现场","","消防救援官兵","","赶到"
"","","","","","了解"
"","","","","","得知"
"","","一辆面包车","","","追尾"
"","","面包车","","","损毁"
"","","车厢","面包车司机","","变形"
"","驾驶室内","","","","困"
"","现场","","消防官兵","","赶到"
"","","","","","了解"
"二十多分钟","","","消防官兵","撬棍、液压扩张钳","抬出"
"","","具体事故原因","相关部门","","调查"
"","","","","","事故"
"半个小时","高速路","","","","堵车"
"１２月３０日","","","新华网阿克拉","","电"
"３０日中午","加纳中部省","３辆车","","","相撞"
"","","","","","交通事故"
"","","","","","确认"
"","","","１４人","","死亡"
"","","","当地媒体","","报道"
"","加纳中部省一个名为安塔多的小村庄附近","","","","事故"
"","","一辆重型卡车","","","爆胎"
"","","","","","失控"
"","","一辆奔驰小型巴士","","","撞向"
"","巴士上","","至少２３名乘客","","载有"
"","","一辆丰田皮卡","","","撞"
"","","","乘客","","遇难"
"圣诞节和新年","加纳","","","","车祸"
"","","","家庭","","外出旅行"
"","","","","","统计"
"每年","加纳","","约有１８００人","","死"
"","","","","","交通事故"
"","","","包头晚报","","讯"
"12月26日20时左右","包固一级公路公益民段","","","","交通事故"
"","","尼桑轿车","","","追尾"
"","尼桑轿车","","三男两女","","死亡"
"当日20时左右","包固一级公路","尼桑轿车","","","行驶"
"","","运铁粉的大货车","","","撞"
"","","","目击者","","介绍"
"","","","","","事故"
"","","尼桑轿车大部分车体","","","嵌入"
"","现场","碎片","","","遍布"
"","","","","","事故"
"","现场","","固阳交管大队","","赶到"
"","","","","","调查"
"","现场","","消防固阳中队","","赶到"
"","","","","","救"
"","","轿车和大货车尾部","","","“咬”"
"","","轿车","消防官兵","","拖"
"","","","","","救援"
"五分钟","","","","","牵引"
"","","轿车","","","拖出"
"约20分钟","","","两男一女三名伤者","","救出"
"","","轿车","","","变形"
"","","车门","","","打开"
"","","车内空间","消防官兵","扩张器","扩张"
"","","前门","","破拆工具","破拆"
"当日21时50分","","","轿车主副驾驶的一男一女","","救出"
"","","","医务人员","","检查"
"","","","","","确认"
"","","固阳县交管大队","记者","","获悉"
"","","尼桑轿车","固阳县公益民铁矿职工叶某某","","所有"
"","","大型货车","包头市金利丰运输有限公司","","所有"
"","","","","","事故"
"","","","大型货车车主李某某","","报警"
"","","","","","弃车"
"","现场","","","","离开"
"12月27日凌晨3时左右","固阳交管大队","","李某某","","投案"
"目前","","事故","","","调查"
"","","","本报","","讯"
"昨天上午11点11分","密云县101国道司马台长城往涿州方向500米处","中巴客车","","","超车"
"","","轿车","","","躲避"
"","","山体","","","撞上"
"随后","山谷中","客车","","","滚入"
"","","","24人","","受伤"
"","","","3人","","受重伤"
"昨天中午","北六环内环酸枣岭桥西3公里处","一辆奔驰","","","追尾"
"","","","","","失控"
"","","两辆货车","","","相撞"
"","","","奔驰司机","","轻伤"
"","","","","","事故"
"两个多小时","北六环内环方向","交通","","","拥堵"
"","","","目击者","","介绍"
"昨天中午12点左右","中间车道","一辆奔驰车","","","行驶"
"","","一辆斯柯达","","","追尾"
"","","奔驰车","","","失控"
"","","","","","摇摆"
"","内侧车道","","","","并入"
"","","两辆货车","","","相撞"
"","","","","","事"
"","路中央","4辆车","","","横"
"","","车辆","","","避让"
"","","3条车道","","","占"
"","","","","","开"
"","","","目击者","","称"
"","","","","","事"
"","","","4辆车司机","","下车"
"","","","奔驰司机头部","","流血"
"","","意识","","","清醒"
"随后","","","多名交警","","赶到"
"","北六环内环方向","","","","封锁"
"昨天下午1点半","百善桥","","队伍","","延至"
"","现场","","记者","","赶到"
"","","奔驰车","","","运离"
"","路旁","斯柯达","","","停"
"","","尾部","","","凹陷"
"","","","","","变形"
"","","柴油","几名道路养护工人","","清理"
"","现场","","交警","","表示"
"","","","","","确定"
"","","","司机","","饮酒"
"","","责任","","","认定"
"昨天下午2点多","","路面","","","清理"
"","北六环内环","交通","","","恢复"
"近日","","","一位父亲","","寻找"
"","","","","","还原"
"","","","其父","","称"
"10多天前","","一辆通州城管执法车","男孩","","撞伤"
"","","","","","拖行"
"昨日","","","通州城管","","确认"
"","","","","","回应"
"近日","","","父亲","","描述"
"","","","他","","称"
"11月14日早上6点40分左右","","","13岁的儿子","","骑"
"","玉桥中学","","","","上学"
"","通州区梨园北街、光明小区门口","","","","行至"
"","","一辆车牌号为京EY122的通州城管执法车（白色现代索纳塔）","","","撞伤"
"","","","儿子","","拖行"
"","","","路人","","救"
"","潞河医院","","","","送"
"","","","","","抢救"
"目前","","危险","孩子","","脱离"
"昨日","","","父亲","","称"
"","","医药费","城管部门","","垫付"
"目前","","责任","通州交管部门","","认定"
"","","","目击者","","寻找"
"","","","","","了解"
"","","","父亲","","称"
"","","","","","希望"
"","","","目击者","","征集"
"昨日","","","通州城管","","确认"
"","","","","","回答"
"3月12日","南昌","","今视网","","讯"
"11日晚","南昌市坛子口立交三层","","","","交通事故"
"","","","一名酒驾男子","","开车"
"","","","","","交通事故"
"","","","另一辆车的车主","","识破"
"","","“小便”为名","","","借"
"","","","","","逃跑"
"","","事故","南昌市青云谱交警大队","","处理"
"","","","民警","","介绍"
"昨晚21时许","","","110指挥中心","","接"
"","","","","","指示"
"","省城坛子口立交三层处","两车","","","相刮"
"","","","","","交通事故"
"","","","交警","","要求"
"","现场","","","","赶往"
"","","指令","","","接"
"","现场","","交警","","赶往"
"","","","","","处理"
"","","","","","拍照"
"","","","","","取证"
"","","","双方驾驶员","","告知"
"","","驾驶证和行驶证","","","�缡�"
"","现场","","","","撤离"
"","不影响交通的地方","事故车辆","","","停放"
"","","事故","民警","","处理"
"","","","记者","","告诉"
"","","一身酒气","另一方女司机","","闻到"
"","","","我们","","告知"
"","","","","","查"
"","","酒气","","","确实"
"","九四医院","","其","","带往"
"","","","","","抽血"
"","","","","","等待"
"","","","该男子","","开车"
"","","","","","倒"
"","","","","","开车"
"","","","","","逃离"
"","","","民警","","拦停"
"","","该车钥匙","","","收缴"
"","坛子口立交桥下","","该男子","","上厕所"
"","解放西路","","","","逃跑"
"","","","民警","","跟着"
"","","","男子","","抓获"
"目前","","验血报告","民警","","等待"
"","","","男子","","饮酒"
"","","机动车","","","驾驶"
"六个月","","机动车驾驶证","","","暂扣"
"","","一千元以上二千元以下","","","罚款"
"","","机动车","","","醉酒驾驶"
"","","机动车驾驶证","","","吊销"
"","","法","","","依"
"","","刑事责任","","","追究"
"五年内","","机动车驾驶证","","","取得"
"","","","厦门网-厦门日报","","讯"
"11月30日14时21分许","国道324线集美坂头路段","大货车","","","碰撞"
"","当场","","3人","","死亡"
"","","","4人","","受伤"
"","","","","","交通事故"
"","","","相关涉案人员","","控制"
"","","","","","调查"
"11月30日下午","","厦门锕伟建材有限公司的闽D/**308重型大货车","驾驶人张某双","","驾驶"
"","同安往漳州方向","","","","行驶"
"","交叉路口","闽C/**W26小轿车","","","碰撞"
"","","","","","避让"
"","","","","","碰撞"
"","","两辆摩托车","","","行驶"
"","当场","","3人","","死亡"
"","","","4人","","受伤"
"","","","","","事故"
"","","","集美交警大队","","启动"
"","","","","","处置"
"","","","警力","","组织"
"","现场","","","","赶赴"
"","","","","","处置"
"","","","","","救援"
"","现场","","长助理、市公安局局长林锐","","亲临"
"","","","","","指挥"
"","现场","","","","协调"
"","","","","","救援"
"","现场","","市公安局、市安监局、集美区和交警支队等市区相关部门主要领导","","到达"
"","现场","各项应急处置工作","","","组织"
"","","","","","指挥"
"","","","","","协调"
"","","","各部门单位","","协作"
"","","应急救援工作","","","确保"
"","","","伤者","","救治"
"","事故现场","","","","勘察"
"","","","死者","","处理"
"","","","","","组织"
"","","","","","清理"
"目前","","事故路段交通","","","恢复"
"","","","4名伤员","","送医"
"","","","","","接受"
"","","","","","治疗"
"","","案件","","","调查"
"８月１日","","","新华网合肥","","电"
"７月３１日凌晨","合宁高速３５公里处","三辆车","","","相撞"
"","","","５人","","死亡"
"","","","２人","","受伤"
"目前","","事故现场","","","清理"
"","","交通","","","恢复畅通"
"","","","高速交警支队二大队","","介绍"
"３１日凌晨","在紧急停车道上","两辆货车","","","停靠"
"","","一辆货车","","","更换"
"","事发地点处","一辆油罐车","","","行至"
"","","货车","","","撞上"
"","","前面的一辆货车","","","冲击"
"","","隔离栏","","","撞上"
"","","三车","","","相撞"
"","","","４人","","死亡"
"","","","１人","","死亡"
"","","","２人","","受伤"
"","","事故现场","","","清理"
"","","交通","","","恢复畅通"
"","","事故原因","","","调查"
"7月7日","","","中安在线","","讯"
"7月7日下午","省城徽州大道2公里牌石处","","","","交通事故"
"","","两辆货车","","","相碰"
"","","","6人","","死亡"
"","","","11人","","受伤"
"","","报警","市公安局交警支队三大队6、滨湖中队","","接到"
"","现场","","","","赶到"
"","","工作","","","展开"
"","","","合肥市政府","","重视"
"","事故现场","","","","赶往"
"","","","有关部门","","责成"
"","","善后事宜","","","处理"
"当日下午2时14分许","","货车","杜中伟","","驾驶"
"","徽州大道","","","","行驶"
"","","货车","尹卫国","","驾驶"
"","西侧路边","道路","","","施工"
"","","","","","相碰"
"","","","6人","","死亡"
"","","","11人","","受伤"
"","","","1","","死"
"","","","1","","伤"
"目前","","合肥市第三人民医院","7名伤者","","收治"
"","","武警医院南区","4名伤者","","收治"
"","","","交警三大队事故处理人员","","判断"
"","","","皖A6A843货车驾驶人","","超速"
"","","","","","交通事故"
"目前","","这起交通事故","","","处理"
"10月8日","","","新华网合肥","","电"
"8日凌晨","合（合肥）宁（南京）高速公路","一辆货车","","","相撞"
"","","","记者","","发稿"
"","","","5人","","死亡"
"","","","18人","","受伤"
"","","","合肥市交警支队高速公路一大队交警","","介绍"
"10月8日凌晨2时许","合宁高速公路（合肥－南京）15ＫＭ＋600Ｍ处","大货车","","","行经"
"","","一辆大客车","","","相撞"
"目前","","","5人","","死亡"
"","","","18人","","受伤"
"","","","合肥市委","","重视"
"第一时间","现场","","市政府分管领导率市公安、安监、卫生等部门主要负责人","","赶赴"
"","","工作","","","部署"
"","到医院","","事故中受伤人员","","看望"
"","","","市有关部门","","救治"
"","","事故","","","调查"
"","","善后工作","","","做好"
"","","","西部网","","讯"
"9月8日下午","渭南合阳县境内","","","","交通事故"
"","合阳一乡村公路","一辆中巴车","","","行驶"
"","108国道","","","","冲入"
"","","公路左侧土崖","","","相撞"
"","","","7人","","死亡"
"","","","23人","","受伤"
"","","","","","事故"
"","事故现场","","合阳县交警大队","","赶赴"
"","","","","","处理"
"","","重大交通事故处置应急预案","","","启动"
"","现场","","合阳县相关领导","","赶到"
"","","工作","","","组织开展"
"","","中巴车","","","了解"
"","车上","","工人","","乘坐"
"","","","","","善后处置"
"3月13日","","","中新网成都","","电"
"13日","四川广邻高速邻水至广安方向华蓥清溪口大桥路段","多车","","","追尾"
"","","","","","交通事故"
"","","","1人","","死亡"
"","","","6人","","受伤"
"","现场","","一位张姓目击者","","称"
"","事发路段阴雨绵绵","车辆","","","堵"
"","现场","","","","车祸"
"","","","围观者","","聚集"
"","一段事故现场地上","一些木板","","","散落"
"","","一辆白色面包车","","","受伤"
"","车上","","人员","","困"
"","","","","","事故"
"","现场","","高速交警、路政、高速公路管理方","","赶到"
"","","","","","处置"
"","该段道路","","","","关闭"
"","","","","","接到"
"","","","","","报警"
"","","","","","求助"
"","","2辆消防车","当地消防部门","","调集"
"","现场","","","","赶赴"
"","","","受伤被困者","","营救"
"","事故现场","","救援人员","","抵达"
"","","","部分被困者","","营救"
"","当地医院","","120急救人员","","送往"
"","","","","","救治"
"","","一辆长安面包车","","","漏油"
"","车内","车辆","一受伤的被困者","","变形"
"","","","","","救出"
"","","","救援官兵","","疏散"
"","","车辆漏油","","水","稀释"
"","","长安车","救援组官兵","破拆工具","破拆"
"","","面包车","","","分离"
"","","救援空间","","","增大"
"","","车内空间","","","扩大"
"","","","被困的伤者","","救出"
"","现场","","120急救医护人员","","查验"
"目前","事故现场","","","","通行"
"","","事故具体原因","高速交警","","调查"
"11月23日","雅江","","中新网","","电"
"23日晚间","","","记者","","获悉"
"","雅江县","","","","交通事故"
"","","","17人","","死亡"
"","","","2人","","受伤"
"","","","雅江县政府","","报告"
"23日13时35分左右","雅江县恶古乡境内","一辆农用车","19人","","车载"
"","","","","","交通事故"
"","","","17人","","死亡"
"","","","2人","","受伤"
"","","事故报告","","","接到"
"","","重大交通事故应急预案","甘孜州委、州政府","","启动"
"","","","工作组","","成立"
"","事故现场","","工作组","","赶赴"
"","","","","","善后"
"","","事故","","","调查"
"","","措施","甘孜州相关领导","","采取"
"","","","伤员","","抢救"
"","","伤亡","","","减少"
"","","工作","","","开展"
"","","","事故责任者","","追究"
"目前","雅江县医院","","伤者","","送往"
"","","","","","救治"
"","现场","","甘孜州代理州长益西达瓦任","","赶到"
"","","","","","善后"
"","","事故","","","调查"
"","","事故原因","调查组","","调查"
"","","","","","核实"
"","","","青海新闻网","","讯"
"8月19日晚","315国道德令哈段","","","","交通事故"
"","","一辆从西宁驶往格尔木的夏利轿车","","","相撞"
"","","","4人","","死亡"
"","","","3人","","受伤"
"11月29日","银川","","中广网","","消息"
"上午约九时左右","312国道固原汽车站附近路段","三辆车","","","相撞"
"","","","两人","","死亡"
"","","","救援人员","","介绍"
"","","三辆车","","","相撞"
"","路边","第一辆","","","停靠"
"","","中巴客车","","","修理"
"","","化学危险品苯","","","装有"
"","","","","","撞击"
"","","苯","","","泄漏"
"","","","","","起火"
"","","中巴车","","","引燃"
"","","货车车头","","","起火"
"","","","","","变形"
"","","","两人","","死亡"
"","","","消防官兵","冷却、稀释","处理"
"","","明火","","","扑灭"
"","","危害","","","控制"
"目前","","路政吊车","","","清障"
"","","","人员","","恐慌"
"","","","","","事故"
"","","所在路段","","","封锁"
"","现场","","","","目测"
"","","上百辆","","","堵"
"４月１５日","","","新华网洛美","","电"
"１５日","","","多哥官员","","说"
"１４日晚","多哥横跨南北的国家一号公路上","一辆大客车","","","相撞"
"","","","４７人","","死亡"
"","","","１６人","","重伤"
"","","","当地官员","","说"
"当地时间１４日２３时","","","","","事故"
"","距首都洛美以北１６０公里的高原区阿塔帕梅南部的公路上","一辆５６座的大客车","","","相撞"
"","","３辆车","","","相撞"
"","","","","","统计"
"","","","４７人","","死亡"
"","","","１６人","","伤势严重"
"２０１４年年初以来","多哥","","","","交通事故"
"今年２月","多哥北部卡拉区代法莱市山区","客车","","","相撞"
"","","","１９人","","丧生"
"","","","５０多人","","受伤"
"３月","代法莱附近","小巴制动系统","","","故障"
"","坡道上","","","","翻滚"
"","当场","","５人","","死亡"
"","","","２１人","","受伤"
"","","","晨报","","讯"
"昨天上午10时30分左右","丰台区蒲黄榆路与蒲方路的十字路口处","两车","","","相撞"
"","","一辆直行大公共","","","顶翻"
"","","","交通协管员","","说"
"上午10点半左右","蒲黄榆路","一辆红色夏利车","","","行驶"
"","路口","","","","到达"
"","","","","","转弯"
"","路口","39路大公共","","","通过"
"","","夏利车","","","抢行"
"","","大公交","","","刹车"
"","","夏利车","","","顶起"
"","","","一位目击者","","告诉"
"","","夏利车","","","顶"
"","","","","","事故"
"","现场","","交警","","赶到"
"","","","夏利车","","抢行"
"","","","交警","","认定"
"","","","","","事故"
"","","","人员","","伤亡"
"","","右侧车门","","","挤压"
"","","","","","凹陷"
"","","事故","","","处理"
"","","两车","","","开走"
"五六分钟","","事故","","","清理"
"","","","交通协管员","","疏导"
"前日凌晨","汉宜线京山段","","","","交通事故"
"","","一辆三轮车","","","相撞"
"","","","4人","","死亡"
"","","","两人","","重伤"
"","","","两人","","轻伤"
"","","","","","了解"
"前日","","","天门市石河镇的8名妇女","","相约"
"","京山县的雁门口","","","","打零工"
"","","花生","","","摘"
"当晚","","一辆货三轮","","","请"
"","京山雁门口","","她们","","送"
"前日凌晨4时左右","","货三轮","8名妇女","","上"
"","汉宜线京山钱场段(107省道)97kM+650M处","京山籍大货车","","","相撞"
"当时","","一阵轰响","","","觉得"
"","","三轮车","","","翻滚"
"随后","","知觉","","","失去"
"","","","龚小香","","回忆"
"","","","","","醒来"
"","","","","","发现"
"","到路边","三轮车","","","翻"
"当场","","","4名同伴","","死亡"
"","","","两名同伴","","重伤"
"","","","","","事"
"","","110","司机","","拨打"
"","现场","","京山交警","","赶到"
"","","","","","施救"
"","当地医院","","王某","","送入"
"","","","","","救治"
"日前","","","肇事大货车司机和货三轮司机","","控制"
"","","事故原因","","","调查"
"","","","本报","","讯"
"前天下午2点多","lid="l2"西城区南横东街国家电网能源研究院前","轿车","","","失控"
"","","","","","冲"
"","","4辆轿车","","","撞坏"
"","","","目击者","","称"
"","","","","","事"
"","","","他","","经过"
"","","","","","听到"
"","","","","","望"
"","","","","","发现"
"","","一辆黑色的大众轿车","","","冲"
"","","轿车","","","撞上"
"","","","该目击者","","查看"
"","","","","","发现"
"","","4辆轿车","","","撞"
"","","","","","损坏"
"","","","一名青年男子","","下来"
"","","","","","慌张"
"","","","","","听说"
"","","油门","","","踩"
"","现场","","交警","","赶到"
"","","事故","","","处理"
"","","","","","调查"
"","","肇事车","","","开走"
"前天下午4点左右","现场","","记者","","赶到"
"","","","车主","","见到"
"","路边","4辆轿车","","","停放"
"","","3辆轿车的保险杠","","","撞落"
"","","一辆轿车油箱","","","撞瘪"
"目前","","事故","","","调查"
"","","","","","处理"
"","","","新华社","","发"
"当日中午12时17分","211国道宁夏盐池县惠安堡段","两辆大客车","","","相撞"
"","","","11人","","死亡"
"","","","25人","","受伤"
"目前","","事故原因","","","调查"
"","","","","","事故"
"","","","齐同生","","带领"
"","现场","","","","赶赴"
"","","","","","指挥"
"","","善后事宜","","","处理"
"8月26日","","","中新浙江网","","电"
"8月26日早上","23省道富阳市新登镇军堰村附近","两辆机动车","","","相撞"
"当场","","","2人","","死亡"
"","","","4人","","重伤"
"","","","","","事故"
"","现场","","负责人","","赶赴"
"","现场","","伤员","","组织"
"","","","伤员","","抢救"
"","现场","","","","勘察"
"","","工作","","","部署"
"","","","蔡奇","","指示"
"","","","富阳市","","抢救"
"","","善后工作","","","做好"
"","","事故原因","","","查明"
"","","","","","了解"
"当天早上8时20分左右","","一辆丰田轿车","吴某","","驾驶"
"","富阳","","","","驶往"
"","23省道16公里720米附近","","","","途经"
"","","轿车","","","翻过"
"","","金龙牌大客车","","","相撞"
"当场","","","驾驶人吴某","","死亡"
"","","","4名乘客","","受伤"
"","","轿车","","","损坏"
"下午","","","","","发稿"
"","","","乘客","","死亡"
"","","","","","交通事故"
"","","","各级领导","","重视"
"","抢救现场","","郑贤胜","","指出"
"","","","伤员","","抢救"
"同时","","事故","","","做好"
"","","事故","","","调查"
"","","","","","处理"
"","","事故原因","有关部门","","查明"
"","","事故责任","","","界定"
"","","主体责任","","","强化"
"","","交通安全管理","","","加强"
"","","","汤金华","","要求"
"","","善后工作","富阳市有关部门","","做好"
"","","职责","","","明确"
"","","","伤员","","抢救"
"","","事故原因","","","调查"
"","","事故","","","调查"
"","","","","","处理"
"目前","","事故","公安机关","","调查"
"3月11日","","","新华网太原","","电"
"11日20时","","","记者","","获悉"
"11日10时","","DNA","","","鉴定"
"","二广高速晋城段岩后隧道","","","","事故"
"目前","","","16名遇难","","确认"
"","","","有关部门","","勘验"
"","","","","","调查"
"","","","","","确认"
"","","车辆42部","","","损毁"
"","现场","","48人","","逃生"
"","","","1人","","抢救"
"","","","","","死亡"
"","","","","","事故"
"","","","群众","","申报"
"","","","","","失踪"
"","","","人员39名","","失联"
